video_id,product_name,brand,variant_or_shade,evidence_type,timestamp_s,transcript_quote,confidence
y_h7RHvIXgc,Blush Brush,Morphe,,spoken,753.2,"I have this brush from Morphe,",0.8
y_h7RHvIXgc,Blush,Huda Beauty,Black Cherry,spoken,761.3,Then I take the Huda Beauty Blush and the shade Black Cherry.,0.95
y_h7RHvIXgc,Hello Kitty Blush,Cream,Cheeky Pink,spoken,778.2,And then we're going to take the Cream Hello Kitty Blush and the shade Cheeky Pink.,0.75
y_h7RHvIXgc,Easy Bake Powder,Huda Beauty,Pound Cake,spoken,823.2,I'm going to go in with the easy bake by Huda Beauty in the shade Pound Cake.,0.95
y_h7RHvIXgc,Bake Powder,Fenty Beauty,Butter,spoken,869.0,We're going to take the fancy beauty bake in I have a shade butter.,0.8
y_h7RHvIXgc,Powder Contour,Patrick Ta,She Sculpted,spoken,908.2,I use the Patrick Ta contour in the shade she sculpted,0.92
y_h7RHvIXgc,Blush,Dior,Poppy Coral,spoken,960.2,At first I was sleeping on these Dior blushes... I got the peach one. This is the poppy coral.,0.9
y_h7RHvIXgc,Soft Pinch Liquid Blush,Rare Beauty,True,spoken,1003.7,First I'm going to use the rare. The rare beauties have been the they've been so good.,0.75
y_h7RHvIXgc,Flower Nose Palette,,,spoken,1054.9,I have a flower nose palette.,0.6
y_h7RHvIXgc,Painted Palette Eyeshadow Palette,James Charles,,spoken,1130.0,We are going to be using James Charles painted palette.,0.88
y_h7RHvIXgc,Space Cowboy Glitter Liquid,Urban Decay,,both,1141.3,The Urban Decay Space Cowboy... The Urban Decay Space Cowboy Glitter Liquid.,0.95
y_h7RHvIXgc,Cookie Highlighter,Benefit,,both,1147.2,You're going to need the Benefit Cookie Highlighter.,0.95
y_h7RHvIXgc,Dior Highlighter Palette,Dior,,spoken,1108.7,Next is highlight. We got the Dior palette.,0.85
y_h7RHvIXgc,Highlight Brush,Morphe,,spoken,1114.3,This is from Morphe.,0.75
y_h7RHvIXgc,Freckle Pen,,,spoken,1352.2,I just take this freckle pen. It's the OG freckle pen you can get it.,0.75
y_h7RHvIXgc,Lip Liner,Makeup Forever,Low Key,spoken,1411.7,I really like the makeup forever lip liners... I'm gonna use the Sabrina Carpenter Color Low Key.,0.9
y_h7RHvIXgc,Velvet Lip Liner,NARS,Venice,spoken,1423.4,I use the NARS Venice one for a really long time.,0.85
y_h7RHvIXgc,Lipstick,,Slay,spoken,1450.0,I'm gonna use the Fui thingy. I got this on Amazon girl. And it's in the shade Slay.,0.55
y_h7RHvIXgc,Gloss,Patrick Ta,She's Expensive,both,1470.1,I'm gonna use Patrick Ta. Gloss shade.,0.97
y_h7RHvIXgc,Roller Lash Mascara,Benefit,,spoken,1496.4,We're using the Benefit roller lash.,0.95
y_h7RHvIXgc,Kiss Lashes (cluster/individual),Kiss,Voluminous,spoken,1526.6,"I use the kiss ones, the ones that are stick on so that you don't have to put any glue on... I'm using these ones, the kiss ones and they're in the voluminous style.",0.9
y_h7RHvIXgc,Grande Lash Lift Heated Lash Curler,Grande Cosmetics,,both,1567.3,I have the Grande Lash Lift heated lash thing and I just have them curl up.,0.88
y_h7RHvIXgc,Ice Roller,Kitsch,,shown,210.0,,0.8
y_h7RHvIXgc,Hair Oil,Gisoo,,spoken,252.1,I'm using the Gisoo one because they sent it in the mail.,0.85
y_h7RHvIXgc,Futuredew Oil Serum Hybrid,Glossier,,both,297.4,"Tip, if you want your base to look really glowy, then use the Glossier Future Dew Oil thingy.",0.97
y_h7RHvIXgc,Glowy Makeup Base Serum,Laneige,,on-screen-text,363.7,,0.9
y_h7RHvIXgc,Hair & Scalp Oil,Gisou,,spoken,252.1,I'm using the Gisoo one because they sent it in the mail.,0.8
y_h7RHvIXgc,Hollywood Flawless Filter,Charlotte Tilbury,,spoken,398.4,We are going to use the Charlotte Tilbury girl.,0.75
y_h7RHvIXgc,Blush,Morphe,,spoken,751.2,"I have this brush from Morphe, and I just dip it, kind of blend it into my contour",0.6
y_h7RHvIXgc,Easy Bake Loose Baking & Setting Powder,Huda Beauty,Black Cherry,spoken,761.2,Then I take the Huda Beauty Blush and the shade Black Cherry.,0.93
y_h7RHvIXgc,Hello Kitty Blush,The Creme Shop,Cheeky Pink,both,778.2,we're going to take the Cream Hello Kitty Blush and the shade Cheeky Pink.,0.95
y_h7RHvIXgc,Soft Pinch Luminous Powder Blush,Rare Beauty,True,spoken,1003.7,First I'm going to use the rare. The rare beauties have been the they've been so good.,0.72
y_h7RHvIXgc,Painted Palette,James Charles,,both,1130.0,We are going to be using James Charles painted palette.,0.9
y_h7RHvIXgc,Space Cowboy Glitter Eyeshadow,Urban Decay,,spoken,1141.3,The Urban Decay Space Cowboy.,0.95
y_h7RHvIXgc,Dior Palette,Dior,,spoken,1108.7,We got the Dior palette.,0.8
y_h7RHvIXgc,Morphe M449 Detailed Powder & Cream Brush,Morphe,,on-screen-text,751.2,,0.9
y_h7RHvIXgc,Lip Liner,NARS,Venice,spoken,1423.4,I use the NARS Venice one for a really long time.,0.9
y_h7RHvIXgc,Lash Clusters,Kiss,Voluminous,spoken,1526.6,"I use the kiss ones, the ones that are stick on so that you don't have to put any glue on.",0.9
y_h7RHvIXgc,Easy Bake and Snatch Powder,Huda Beauty,Pound Cake,both,824.4,I'm going to go in with the easy bake by Huda Beauty in the shade Pound Cake.,0.97
y_h7RHvIXgc,Pro Filt'r Instant Retouch Setting Powder,Fenty Beauty,Butter,both,870.0,We're going to take the fancy beauty bake in I have a shade butter.,0.95
y_h7RHvIXgc,Patrick Ta contour,Patrick Ta,She Sculpted,spoken,908.2,I use the Patrick Ta contour in the shade she sculpted,0.9
y_h7RHvIXgc,Rosy Glow Blush,Dior,061 Poppy Coral,both,972.9,I got the peach one. This is the poppy coral.,0.97
y_h7RHvIXgc,Strawberry Rococo 03 Blackcurrant Cold Brew Palette,Flower Knows,Strawberry Rococo 03 Blackcurrant Cold Brew,both,1054.8,I have a flower nose palette. You're going to take an eyeshadow color that's close to your skin color.,0.9
y_h7RHvIXgc,BACKSTAGE Glow Face Palette,Dior,001 Universal,both,1108.7,Next is highlight. We got the Dior palette.,0.95
y_h7RHvIXgc,Space Cowboy Moondust Glitter Eyeshadow Palette,Urban Decay,Space Cowboy,both,1136.7,The Urban Decay Space Cowboy.,0.95
y_h7RHvIXgc,Creamy Kohl Eyeliner,,Very Brown,on-screen-text,1164.7,,0.85
y_h7RHvIXgc,Charlotte Tilbury Foundation,Charlotte Tilbury,,spoken,398.4,We are going to use the Charlotte Tilbury girl.,0.85
y_h7RHvIXgc,Huda Beauty Blush,Huda Beauty,Black Cherry,spoken,761.3,Then I take the Huda Beauty Blush and the shade Black Cherry.,0.95
y_h7RHvIXgc,Lip Product,,Slay,spoken,1450.0,I'm gonna use the Fui thingy. I got this on Amazon girl. And it's in the shade Slay.,0.55
y_h7RHvIXgc,Kiss Lashes,Kiss,Voluminous,spoken,1526.6,"I use the kiss ones, the ones that are stick on so that you don't have to put any glue on.",0.9
y_h7RHvIXgc,NARS Venice Lip Liner,NARS,Venice,spoken,1423.4,I use the NARS Venice one for a really long time.,0.9
y_h7RHvIXgc,Precision Lip Liner,NARS,Venice,both,1423.4,I use the NARS Venice one for a really long time.,0.95
y_h7RHvIXgc,Kiss cluster lashes,Kiss,Voluminous,both,1526.6,"I use the kiss ones, the ones that are stick on so that you don't have to put any glue on.",0.88
y_h7RHvIXgc,Gisoo facial oil,Gisoo,,spoken,252.1,I'm using the Gisoo one because they sent it in the mail.,0.75
y_h7RHvIXgc,Charlotte Tilbury base,Charlotte Tilbury,,spoken,398.4,We are going to use the Charlotte Tilbury girl.,0.85
y_h7RHvIXgc,Dior blush,Dior,Poppy Coral,spoken,960.2,At first I was sleeping on these Dior blushes... I got the peach one. This is the poppy coral.,0.88
y_h7RHvIXgc,Patrick Ta gloss,Patrick Ta,,spoken,1470.1,I'm gonna use Patrick Ta. Gloss shade.,0.88
y_h7RHvIXgc,Blush,Rare Beauty,True,spoken,1003.7,First I'm going to use the rare. The rare beauties have been the they've been so good.,0.75
y_h7RHvIXgc,Eyeshadow Palette,,,spoken,1054.9,So I have a flower nose palette.,0.5
y_h7RHvIXgc,Highlight Palette,Dior,,spoken,1108.7,We got the Dior palette.,0.75
y_h7RHvIXgc,Lip Liner,,Low Key,spoken,1416.6,I'm gonna use the Sabrina Carpenter Color Low Key.,0.75
